,track_uri,artist_uri,genres
0,2kMflL8jH2U1UaEhS6W25z,2e0Bkreg0zzfE5umvfKQXf,alternative r&b
0,2kMflL8jH2U1UaEhS6W25z,2e0Bkreg0zzfE5umvfKQXf,indie r&b
0,2kMflL8jH2U1UaEhS6W25z,2e0Bkreg0zzfE5umvfKQXf,uk contemporary r&b
1,4E08gEca6avoGx5SS4MM6T,5zctI4wO9XSKS8XwcnqEHk,melodic rap
1,4E08gEca6avoGx5SS4MM6T,5zctI4wO9XSKS8XwcnqEHk,rap
1,4E08gEca6avoGx5SS4MM6T,5zctI4wO9XSKS8XwcnqEHk,rap conscient
1,4E08gEca6avoGx5SS4MM6T,5zctI4wO9XSKS8XwcnqEHk,trap
1,4E08gEca6avoGx5SS4MM6T,5zctI4wO9XSKS8XwcnqEHk,vapor trap
2,6toQdWWc4noiOk3Eo5mVDS,3Y2MLcrD3ZQXRXmtn4fZQx,florida rap
2,6toQdWWc4noiOk3Eo5mVDS,3Y2MLcrD3ZQXRXmtn4fZQx,viral rap
3,4MdraTedPRjTzFhXKPvnfb,6lOaHNmL3l3hKDGNf0egfs,detroit trap
4,1S1dOc3yIPNt4sNxhlOghf,6oMuImdp5ZcFhWP0ESe6mG,atl hip hop
4,1S1dOc3yIPNt4sNxhlOghf,6oMuImdp5ZcFhWP0ESe6mG,hip hop
4,1S1dOc3yIPNt4sNxhlOghf,6oMuImdp5ZcFhWP0ESe6mG,pop rap
4,1S1dOc3yIPNt4sNxhlOghf,6oMuImdp5ZcFhWP0ESe6mG,rap
4,1S1dOc3yIPNt4sNxhlOghf,6oMuImdp5ZcFhWP0ESe6mG,trap
5,4S2uhQE8L9V6p7rj7SiauJ,1cNDP5yjU5vjeR8qMf4grg,melodic rap
5,4S2uhQE8L9V6p7rj7SiauJ,1cNDP5yjU5vjeR8qMf4grg,trap
6,6IAgarq2wDeYzpsY2Kx0Hw,2auiVi8sUZo17dLy1HwrTU,afrofuturism
6,6IAgarq2wDeYzpsY2Kx0Hw,2auiVi8sUZo17dLy1HwrTU,alternative r&b
6,6IAgarq2wDeYzpsY2Kx0Hw,2auiVi8sUZo17dLy1HwrTU,dance pop
6,6IAgarq2wDeYzpsY2Kx0Hw,2auiVi8sUZo17dLy1HwrTU,escape room
6,6IAgarq2wDeYzpsY2Kx0Hw,2auiVi8sUZo17dLy1HwrTU,hip pop
6,6IAgarq2wDeYzpsY2Kx0Hw,2auiVi8sUZo17dLy1HwrTU,indie soul
6,6IAgarq2wDeYzpsY2Kx0Hw,2auiVi8sUZo17dLy1HwrTU,neo soul
6,6IAgarq2wDeYzpsY2Kx0Hw,2auiVi8sUZo17dLy1HwrTU,pop
6,6IAgarq2wDeYzpsY2Kx0Hw,2auiVi8sUZo17dLy1HwrTU,r&b
6,6IAgarq2wDeYzpsY2Kx0Hw,2auiVi8sUZo17dLy1HwrTU,urban contemporary
7,0SsTkfOhM7e87trwjEqBQN,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop
7,0SsTkfOhM7e87trwjEqBQN,4r63FhuTkUYltbVAg5TQnk,rap
7,0SsTkfOhM7e87trwjEqBQN,4r63FhuTkUYltbVAg5TQnk,trap
8,2gwkD6igEhQbDQegRCcdoB,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop
8,2gwkD6igEhQbDQegRCcdoB,4r63FhuTkUYltbVAg5TQnk,rap
8,2gwkD6igEhQbDQegRCcdoB,4r63FhuTkUYltbVAg5TQnk,trap
9,30sc425JEvj3tgmGAKORea,699OTQXzgjhIYAHMy9RyPD,atl hip hop
9,30sc425JEvj3tgmGAKORea,699OTQXzgjhIYAHMy9RyPD,plugg
9,30sc425JEvj3tgmGAKORea,699OTQXzgjhIYAHMy9RyPD,pluggnb
9,30sc425JEvj3tgmGAKORea,699OTQXzgjhIYAHMy9RyPD,rap
9,30sc425JEvj3tgmGAKORea,699OTQXzgjhIYAHMy9RyPD,trap
10,27a1mYSG5tYg7dmEjWBcmL,0Y5tJX1MQlPlqiwlOH1tJY,rap
10,27a1mYSG5tYg7dmEjWBcmL,0Y5tJX1MQlPlqiwlOH1tJY,slap house
11,7eBqSVxrzQZtK2mmgRG6lC,1cNDP5yjU5vjeR8qMf4grg,melodic rap
11,7eBqSVxrzQZtK2mmgRG6lC,1cNDP5yjU5vjeR8qMf4grg,trap
12,6cF39bo8KFmLbsSdP0qoJa,6Xgp2XMz1fhVYe7i6yNAax,melodic rap
12,6cF39bo8KFmLbsSdP0qoJa,6Xgp2XMz1fhVYe7i6yNAax,rap
12,6cF39bo8KFmLbsSdP0qoJa,6Xgp2XMz1fhVYe7i6yNAax,trap
13,78YfV5PBiKt46V7RY2Tnqi,13y7CgLHjMVRMDqxdx0Xdo,atl hip hop
13,78YfV5PBiKt46V7RY2Tnqi,13y7CgLHjMVRMDqxdx0Xdo,dirty south rap
13,78YfV5PBiKt46V7RY2Tnqi,13y7CgLHjMVRMDqxdx0Xdo,gangster rap
13,78YfV5PBiKt46V7RY2Tnqi,13y7CgLHjMVRMDqxdx0Xdo,hip hop
13,78YfV5PBiKt46V7RY2Tnqi,13y7CgLHjMVRMDqxdx0Xdo,pop rap
13,78YfV5PBiKt46V7RY2Tnqi,13y7CgLHjMVRMDqxdx0Xdo,rap
13,78YfV5PBiKt46V7RY2Tnqi,13y7CgLHjMVRMDqxdx0Xdo,southern hip hop
13,78YfV5PBiKt46V7RY2Tnqi,13y7CgLHjMVRMDqxdx0Xdo,trap
14,4IeK8Rgs7UKe3FzZyJmPbH,4tYSBptyGeVyZsk8JC4JHZ,cali rap
14,4IeK8Rgs7UKe3FzZyJmPbH,4tYSBptyGeVyZsk8JC4JHZ,trap
14,4IeK8Rgs7UKe3FzZyJmPbH,4tYSBptyGeVyZsk8JC4JHZ,underground hip hop
14,4IeK8Rgs7UKe3FzZyJmPbH,4tYSBptyGeVyZsk8JC4JHZ,vapor trap
15,4OBZT9EnhYIV17t4pGw7ig,3Y7RZ31TRPVadSFVy1o8os,alternative r&b
15,4OBZT9EnhYIV17t4pGw7ig,3Y7RZ31TRPVadSFVy1o8os,dance pop
15,4OBZT9EnhYIV17t4pGw7ig,3Y7RZ31TRPVadSFVy1o8os,pop
15,4OBZT9EnhYIV17t4pGw7ig,3Y7RZ31TRPVadSFVy1o8os,r&b
16,1SF8piqsZWn86DajVKih8F,7wlFDEWiM5OoIAt8RSli8b,baton rouge rap
16,1SF8piqsZWn86DajVKih8F,7wlFDEWiM5OoIAt8RSli8b,trap
17,2f4JX22w2nB1lb4dOMUEwe,6TLwD7HPWuiOzvXEa3oCNe,alternative hip hop
18,3AydAydLzyyZutA0375XIz,5BvJzeQpmsdsFp4HGUYUEx,baroque pop
18,3AydAydLzyyZutA0375XIz,5BvJzeQpmsdsFp4HGUYUEx,indie rock
18,3AydAydLzyyZutA0375XIz,5BvJzeQpmsdsFp4HGUYUEx,modern rock
19,1o5jdqnWybW9Mau4GDWPMa,50co4Is1HCEo8bhOyUWKpn,atl hip hop
19,1o5jdqnWybW9Mau4GDWPMa,50co4Is1HCEo8bhOyUWKpn,atl trap
19,1o5jdqnWybW9Mau4GDWPMa,50co4Is1HCEo8bhOyUWKpn,gangster rap
19,1o5jdqnWybW9Mau4GDWPMa,50co4Is1HCEo8bhOyUWKpn,hip hop
19,1o5jdqnWybW9Mau4GDWPMa,50co4Is1HCEo8bhOyUWKpn,melodic rap
19,1o5jdqnWybW9Mau4GDWPMa,50co4Is1HCEo8bhOyUWKpn,rap
19,1o5jdqnWybW9Mau4GDWPMa,50co4Is1HCEo8bhOyUWKpn,trap
20,1qgGitQYJs68OQbfL5kQ4W,4FlG0V0jhLO4qGpayFOphj,kentucky hip hop
20,1qgGitQYJs68OQbfL5kQ4W,4FlG0V0jhLO4qGpayFOphj,rap
20,1qgGitQYJs68OQbfL5kQ4W,4FlG0V0jhLO4qGpayFOphj,southern hip hop
20,1qgGitQYJs68OQbfL5kQ4W,4FlG0V0jhLO4qGpayFOphj,trap
21,1EaKU4dMbesXXd3BrLCtYG,2YZyLoL8N0Wb9xBt1NhZWg,conscious hip hop
21,1EaKU4dMbesXXd3BrLCtYG,2YZyLoL8N0Wb9xBt1NhZWg,hip hop
21,1EaKU4dMbesXXd3BrLCtYG,2YZyLoL8N0Wb9xBt1NhZWg,rap
21,1EaKU4dMbesXXd3BrLCtYG,2YZyLoL8N0Wb9xBt1NhZWg,west coast rap
22,71jzSTkT0F0w1v4moZIDyc,1ZwdS5xdxEREPySFridCfh,g funk
22,71jzSTkT0F0w1v4moZIDyc,1ZwdS5xdxEREPySFridCfh,gangster rap
22,71jzSTkT0F0w1v4moZIDyc,1ZwdS5xdxEREPySFridCfh,hip hop
22,71jzSTkT0F0w1v4moZIDyc,1ZwdS5xdxEREPySFridCfh,rap
22,71jzSTkT0F0w1v4moZIDyc,1ZwdS5xdxEREPySFridCfh,west coast rap
23,4tMZoPR9v4kvICAPyknxpa,6xS5PpBWaVYraexEkEjjXv,hip hop
23,4tMZoPR9v4kvICAPyknxpa,6xS5PpBWaVYraexEkEjjXv,houston rap
23,4tMZoPR9v4kvICAPyknxpa,6xS5PpBWaVYraexEkEjjXv,melodic rap
23,4tMZoPR9v4kvICAPyknxpa,6xS5PpBWaVYraexEkEjjXv,pop rap
23,4tMZoPR9v4kvICAPyknxpa,6xS5PpBWaVYraexEkEjjXv,rap
23,4tMZoPR9v4kvICAPyknxpa,6xS5PpBWaVYraexEkEjjXv,southern hip hop
23,4tMZoPR9v4kvICAPyknxpa,6xS5PpBWaVYraexEkEjjXv,trap
23,4tMZoPR9v4kvICAPyknxpa,6xS5PpBWaVYraexEkEjjXv,underground hip hop
23,4tMZoPR9v4kvICAPyknxpa,6xS5PpBWaVYraexEkEjjXv,vapor trap
24,7MjSipTto9QljYzZnloXOn,3TVXtAsR1Inumwj472S9r4,canadian hip hop
24,7MjSipTto9QljYzZnloXOn,3TVXtAsR1Inumwj472S9r4,canadian pop
24,7MjSipTto9QljYzZnloXOn,3TVXtAsR1Inumwj472S9r4,hip hop
24,7MjSipTto9QljYzZnloXOn,3TVXtAsR1Inumwj472S9r4,rap
24,7MjSipTto9QljYzZnloXOn,3TVXtAsR1Inumwj472S9r4,toronto rap
25,0zNHMc1cGKe4MO5rtGtKRh,50co4Is1HCEo8bhOyUWKpn,atl hip hop
25,0zNHMc1cGKe4MO5rtGtKRh,50co4Is1HCEo8bhOyUWKpn,atl trap
25,0zNHMc1cGKe4MO5rtGtKRh,50co4Is1HCEo8bhOyUWKpn,gangster rap
25,0zNHMc1cGKe4MO5rtGtKRh,50co4Is1HCEo8bhOyUWKpn,hip hop
25,0zNHMc1cGKe4MO5rtGtKRh,50co4Is1HCEo8bhOyUWKpn,melodic rap
25,0zNHMc1cGKe4MO5rtGtKRh,50co4Is1HCEo8bhOyUWKpn,rap
25,0zNHMc1cGKe4MO5rtGtKRh,50co4Is1HCEo8bhOyUWKpn,trap
26,5rvnBFgJFyZgMJbwQTyBeF,3Fl1V19tmjt57oBdxXKAjJ,cali rap
26,5rvnBFgJFyZgMJbwQTyBeF,3Fl1V19tmjt57oBdxXKAjJ,trap
27,6JvHYmanlC8FdbeiCztcrR,7c0XG5cIJTrrAgEC3ULPiq,hip hop
27,6JvHYmanlC8FdbeiCztcrR,7c0XG5cIJTrrAgEC3ULPiq,pop
27,6JvHYmanlC8FdbeiCztcrR,7c0XG5cIJTrrAgEC3ULPiq,pop rap
27,6JvHYmanlC8FdbeiCztcrR,7c0XG5cIJTrrAgEC3ULPiq,r&b
27,6JvHYmanlC8FdbeiCztcrR,7c0XG5cIJTrrAgEC3ULPiq,southern hip hop
27,6JvHYmanlC8FdbeiCztcrR,7c0XG5cIJTrrAgEC3ULPiq,trap
27,6JvHYmanlC8FdbeiCztcrR,7c0XG5cIJTrrAgEC3ULPiq,trap soul
28,2QUVk7QscEdZiHi7zs4ycM,35sCXuy5gN6Or69rZ9vqBs,dirty south rap
28,2QUVk7QscEdZiHi7zs4ycM,35sCXuy5gN6Or69rZ9vqBs,gangster rap
28,2QUVk7QscEdZiHi7zs4ycM,35sCXuy5gN6Or69rZ9vqBs,hip hop
28,2QUVk7QscEdZiHi7zs4ycM,35sCXuy5gN6Or69rZ9vqBs,pop rap
28,2QUVk7QscEdZiHi7zs4ycM,35sCXuy5gN6Or69rZ9vqBs,rap
28,2QUVk7QscEdZiHi7zs4ycM,35sCXuy5gN6Or69rZ9vqBs,southern hip hop
29,0OyQns5ayNK2OVaES0Vb8t,4MCBfE4596Uoi2O4DtmEMz,chicago rap
29,0OyQns5ayNK2OVaES0Vb8t,4MCBfE4596Uoi2O4DtmEMz,melodic rap
30,4wBcaYqLPm7EtDVoJQORU4,4O15NlyKLIASxsJ0PrXPfz,melodic rap
30,4wBcaYqLPm7EtDVoJQORU4,4O15NlyKLIASxsJ0PrXPfz,philly rap
30,4wBcaYqLPm7EtDVoJQORU4,4O15NlyKLIASxsJ0PrXPfz,rap
30,4wBcaYqLPm7EtDVoJQORU4,4O15NlyKLIASxsJ0PrXPfz,trap
31,69CQe4ekUZ7txcSfEXYFW9,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop
31,69CQe4ekUZ7txcSfEXYFW9,4r63FhuTkUYltbVAg5TQnk,rap
31,69CQe4ekUZ7txcSfEXYFW9,4r63FhuTkUYltbVAg5TQnk,trap
32,2fXwCWkh6YG5zU1IyvQrbs,7tYKF4w9nC0nq9CsPZTHyP,pop
32,2fXwCWkh6YG5zU1IyvQrbs,7tYKF4w9nC0nq9CsPZTHyP,r&b
33,2O0PpdgMmzBj2ZY8cqjfpO,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop
33,2O0PpdgMmzBj2ZY8cqjfpO,1RyvyyTE3xzB2ZywiAwp0i,hip hop
33,2O0PpdgMmzBj2ZY8cqjfpO,1RyvyyTE3xzB2ZywiAwp0i,pop rap
33,2O0PpdgMmzBj2ZY8cqjfpO,1RyvyyTE3xzB2ZywiAwp0i,rap
33,2O0PpdgMmzBj2ZY8cqjfpO,1RyvyyTE3xzB2ZywiAwp0i,southern hip hop
33,2O0PpdgMmzBj2ZY8cqjfpO,1RyvyyTE3xzB2ZywiAwp0i,trap
34,2YVt7k1qZXFhzYDe8FMDW6,7wlFDEWiM5OoIAt8RSli8b,baton rouge rap
34,2YVt7k1qZXFhzYDe8FMDW6,7wlFDEWiM5OoIAt8RSli8b,trap
35,4AEzAEnbm9uRgbmTdeI63K,21WS9wngs9AqFckK7yYJPM,melodic rap
35,4AEzAEnbm9uRgbmTdeI63K,21WS9wngs9AqFckK7yYJPM,pop rap
35,4AEzAEnbm9uRgbmTdeI63K,21WS9wngs9AqFckK7yYJPM,r&b
35,4AEzAEnbm9uRgbmTdeI63K,21WS9wngs9AqFckK7yYJPM,rap
35,4AEzAEnbm9uRgbmTdeI63K,21WS9wngs9AqFckK7yYJPM,trap
35,4AEzAEnbm9uRgbmTdeI63K,21WS9wngs9AqFckK7yYJPM,vapor trap
36,4l2rsMfr20dj6nf6i6F3Y8,31W5EY0aAly4Qieq6OFu6I,melodic rap
36,4l2rsMfr20dj6nf6i6F3Y8,31W5EY0aAly4Qieq6OFu6I,rap
36,4l2rsMfr20dj6nf6i6F3Y8,31W5EY0aAly4Qieq6OFu6I,trap
37,7i7UIbm5E0DD7aSOYvwp2v,2NdeV5rLm47xAvogXrYhJX,dance pop
37,7i7UIbm5E0DD7aSOYvwp2v,2NdeV5rLm47xAvogXrYhJX,hip pop
37,7i7UIbm5E0DD7aSOYvwp2v,2NdeV5rLm47xAvogXrYhJX,pop
37,7i7UIbm5E0DD7aSOYvwp2v,2NdeV5rLm47xAvogXrYhJX,post-teen pop
37,7i7UIbm5E0DD7aSOYvwp2v,2NdeV5rLm47xAvogXrYhJX,r&b
37,7i7UIbm5E0DD7aSOYvwp2v,2NdeV5rLm47xAvogXrYhJX,urban contemporary
38,7gdGs1uki9abtOvy64p5AY,44IvvHRk2XF243QLA2VOa8,trap
39,66cwFbmBcfbof1Nd5HEFJF,6AUl0ykLLpvTktob97x9hO,detroit hip hop
39,66cwFbmBcfbof1Nd5HEFJF,6AUl0ykLLpvTktob97x9hO,detroit trap
39,66cwFbmBcfbof1Nd5HEFJF,6AUl0ykLLpvTktob97x9hO,hip hop
39,66cwFbmBcfbof1Nd5HEFJF,6AUl0ykLLpvTktob97x9hO,pop rap
39,66cwFbmBcfbof1Nd5HEFJF,6AUl0ykLLpvTktob97x9hO,rap
39,66cwFbmBcfbof1Nd5HEFJF,6AUl0ykLLpvTktob97x9hO,southern hip hop
39,66cwFbmBcfbof1Nd5HEFJF,6AUl0ykLLpvTktob97x9hO,trap
40,0mnVrUP1TAoO223C0N2NYI,0H39MdGGX6dbnnQPt6NQkZ,melodic rap
40,0mnVrUP1TAoO223C0N2NYI,0H39MdGGX6dbnnQPt6NQkZ,pop rap
40,0mnVrUP1TAoO223C0N2NYI,0H39MdGGX6dbnnQPt6NQkZ,rap
40,0mnVrUP1TAoO223C0N2NYI,0H39MdGGX6dbnnQPt6NQkZ,slap house
40,0mnVrUP1TAoO223C0N2NYI,0H39MdGGX6dbnnQPt6NQkZ,trap
41,52SuMdAYS2jvKQhODi0ARY,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop
41,52SuMdAYS2jvKQhODi0ARY,1RyvyyTE3xzB2ZywiAwp0i,hip hop
41,52SuMdAYS2jvKQhODi0ARY,1RyvyyTE3xzB2ZywiAwp0i,pop rap
41,52SuMdAYS2jvKQhODi0ARY,1RyvyyTE3xzB2ZywiAwp0i,rap
41,52SuMdAYS2jvKQhODi0ARY,1RyvyyTE3xzB2ZywiAwp0i,southern hip hop
41,52SuMdAYS2jvKQhODi0ARY,1RyvyyTE3xzB2ZywiAwp0i,trap
42,6OBCkVPHqj9IrSUksESzre,7e3FtKBIPLrIVm8g1FJMVg,abstract beats
42,6OBCkVPHqj9IrSUksESzre,7e3FtKBIPLrIVm8g1FJMVg,alternative r&b
42,6OBCkVPHqj9IrSUksESzre,7e3FtKBIPLrIVm8g1FJMVg,escape room
42,6OBCkVPHqj9IrSUksESzre,7e3FtKBIPLrIVm8g1FJMVg,indie soul
42,6OBCkVPHqj9IrSUksESzre,7e3FtKBIPLrIVm8g1FJMVg,vapor twitch
43,5y1KNlbZ1RAfq7tUIWvH2a,0XIKGBo9PnK1ApI5tZA60d,pop
43,5y1KNlbZ1RAfq7tUIWvH2a,0XIKGBo9PnK1ApI5tZA60d,pop r&b
43,5y1KNlbZ1RAfq7tUIWvH2a,0XIKGBo9PnK1ApI5tZA60d,pop rap
43,5y1KNlbZ1RAfq7tUIWvH2a,0XIKGBo9PnK1ApI5tZA60d,r&b
43,5y1KNlbZ1RAfq7tUIWvH2a,0XIKGBo9PnK1ApI5tZA60d,rap latina
44,63KKvdfkStMHQM4Ufzx2KB,1iJdyDcY98X3GMnUesl7tf,meme rap
44,63KKvdfkStMHQM4Ufzx2KB,1iJdyDcY98X3GMnUesl7tf,rap
44,63KKvdfkStMHQM4Ufzx2KB,1iJdyDcY98X3GMnUesl7tf,trap
44,63KKvdfkStMHQM4Ufzx2KB,1iJdyDcY98X3GMnUesl7tf,underground hip hop
44,63KKvdfkStMHQM4Ufzx2KB,1iJdyDcY98X3GMnUesl7tf,vapor trap
44,63KKvdfkStMHQM4Ufzx2KB,1iJdyDcY98X3GMnUesl7tf,viral rap
45,5Tp5zlCgbwXLMa3pgYsNMl,6Xgp2XMz1fhVYe7i6yNAax,melodic rap
45,5Tp5zlCgbwXLMa3pgYsNMl,6Xgp2XMz1fhVYe7i6yNAax,rap
45,5Tp5zlCgbwXLMa3pgYsNMl,6Xgp2XMz1fhVYe7i6yNAax,trap
46,4lFfMRH0YH4pW5gczTDbNC,3nViOFa3kZW8OMSNOzwr98,dance pop
46,4lFfMRH0YH4pW5gczTDbNC,3nViOFa3kZW8OMSNOzwr98,pop
46,4lFfMRH0YH4pW5gczTDbNC,3nViOFa3kZW8OMSNOzwr98,pop r&b
46,4lFfMRH0YH4pW5gczTDbNC,3nViOFa3kZW8OMSNOzwr98,pop rap
46,4lFfMRH0YH4pW5gczTDbNC,3nViOFa3kZW8OMSNOzwr98,r&b
46,4lFfMRH0YH4pW5gczTDbNC,3nViOFa3kZW8OMSNOzwr98,urban contemporary
47,309vU9nerusT2svzQPyPDB,3aQeKQSyrW4qWr35idm0cy,dance pop
47,309vU9nerusT2svzQPyPDB,3aQeKQSyrW4qWr35idm0cy,hip hop
47,309vU9nerusT2svzQPyPDB,3aQeKQSyrW4qWr35idm0cy,pop
47,309vU9nerusT2svzQPyPDB,3aQeKQSyrW4qWr35idm0cy,pop rap
47,309vU9nerusT2svzQPyPDB,3aQeKQSyrW4qWr35idm0cy,r&b
47,309vU9nerusT2svzQPyPDB,3aQeKQSyrW4qWr35idm0cy,rap
47,309vU9nerusT2svzQPyPDB,3aQeKQSyrW4qWr35idm0cy,southern hip hop
47,309vU9nerusT2svzQPyPDB,3aQeKQSyrW4qWr35idm0cy,urban contemporary
48,5fpy5WJJ6EJUoNZI26AHvg,1ZLO8d7zll1WeQJUHaxQer,atl hip hop
48,5fpy5WJJ6EJUoNZI26AHvg,1ZLO8d7zll1WeQJUHaxQer,atl trap
48,5fpy5WJJ6EJUoNZI26AHvg,1ZLO8d7zll1WeQJUHaxQer,detroit trap
48,5fpy5WJJ6EJUoNZI26AHvg,1ZLO8d7zll1WeQJUHaxQer,rap
48,5fpy5WJJ6EJUoNZI26AHvg,1ZLO8d7zll1WeQJUHaxQer,southern hip hop
48,5fpy5WJJ6EJUoNZI26AHvg,1ZLO8d7zll1WeQJUHaxQer,trap
48,5fpy5WJJ6EJUoNZI26AHvg,1ZLO8d7zll1WeQJUHaxQer,underground hip hop
48,5fpy5WJJ6EJUoNZI26AHvg,1ZLO8d7zll1WeQJUHaxQer,vapor trap
49,3u8rA3dHlKK1xCb0JaXtpU,21WS9wngs9AqFckK7yYJPM,melodic rap
49,3u8rA3dHlKK1xCb0JaXtpU,21WS9wngs9AqFckK7yYJPM,pop rap
49,3u8rA3dHlKK1xCb0JaXtpU,21WS9wngs9AqFckK7yYJPM,r&b
49,3u8rA3dHlKK1xCb0JaXtpU,21WS9wngs9AqFckK7yYJPM,rap
49,3u8rA3dHlKK1xCb0JaXtpU,21WS9wngs9AqFckK7yYJPM,trap
49,3u8rA3dHlKK1xCb0JaXtpU,21WS9wngs9AqFckK7yYJPM,vapor trap
50,6l4qV9VNeCOesvcLPJMO9y,15iVAtD3s3FsQR4w1v6M0P,chicago bop
50,6l4qV9VNeCOesvcLPJMO9y,15iVAtD3s3FsQR4w1v6M0P,chicago drill
50,6l4qV9VNeCOesvcLPJMO9y,15iVAtD3s3FsQR4w1v6M0P,chicago rap
50,6l4qV9VNeCOesvcLPJMO9y,15iVAtD3s3FsQR4w1v6M0P,drill
50,6l4qV9VNeCOesvcLPJMO9y,15iVAtD3s3FsQR4w1v6M0P,hip hop
50,6l4qV9VNeCOesvcLPJMO9y,15iVAtD3s3FsQR4w1v6M0P,rap
50,6l4qV9VNeCOesvcLPJMO9y,15iVAtD3s3FsQR4w1v6M0P,southern hip hop
50,6l4qV9VNeCOesvcLPJMO9y,15iVAtD3s3FsQR4w1v6M0P,trap
50,6l4qV9VNeCOesvcLPJMO9y,15iVAtD3s3FsQR4w1v6M0P,underground hip hop
51,6gzIcEUuswJQGfJNPYMjjv,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop
51,6gzIcEUuswJQGfJNPYMjjv,1RyvyyTE3xzB2ZywiAwp0i,hip hop
51,6gzIcEUuswJQGfJNPYMjjv,1RyvyyTE3xzB2ZywiAwp0i,pop rap
51,6gzIcEUuswJQGfJNPYMjjv,1RyvyyTE3xzB2ZywiAwp0i,rap
51,6gzIcEUuswJQGfJNPYMjjv,1RyvyyTE3xzB2ZywiAwp0i,southern hip hop
51,6gzIcEUuswJQGfJNPYMjjv,1RyvyyTE3xzB2ZywiAwp0i,trap
52,4u8xrKWeF7xBO9kGwIk6u7,5MbNzCW3qokGyoo9giHA3V,atl hip hop
52,4u8xrKWeF7xBO9kGwIk6u7,5MbNzCW3qokGyoo9giHA3V,hip hop
52,4u8xrKWeF7xBO9kGwIk6u7,5MbNzCW3qokGyoo9giHA3V,indie hip hop
52,4u8xrKWeF7xBO9kGwIk6u7,5MbNzCW3qokGyoo9giHA3V,psychedelic hip hop
52,4u8xrKWeF7xBO9kGwIk6u7,5MbNzCW3qokGyoo9giHA3V,rap
52,4u8xrKWeF7xBO9kGwIk6u7,5MbNzCW3qokGyoo9giHA3V,underground hip hop
53,2BpmA517SKE1RuNp2ePDU6,2HUwZ0kumzCSlhFcjFZfpp,melodic rap
53,2BpmA517SKE1RuNp2ePDU6,2HUwZ0kumzCSlhFcjFZfpp,pop rap
53,2BpmA517SKE1RuNp2ePDU6,2HUwZ0kumzCSlhFcjFZfpp,rap
53,2BpmA517SKE1RuNp2ePDU6,2HUwZ0kumzCSlhFcjFZfpp,trap
53,2BpmA517SKE1RuNp2ePDU6,2HUwZ0kumzCSlhFcjFZfpp,vapor trap
54,2nOrEg4ZHuR0cFQHeV8RnI,0huGjMyP507tBCARyzSkrv,dmv rap
54,2nOrEg4ZHuR0cFQHeV8RnI,0huGjMyP507tBCARyzSkrv,hip hop
54,2nOrEg4ZHuR0cFQHeV8RnI,0huGjMyP507tBCARyzSkrv,rap
54,2nOrEg4ZHuR0cFQHeV8RnI,0huGjMyP507tBCARyzSkrv,trap
55,3qN5qMTKyEEmiTZD38BNTT,3TVXtAsR1Inumwj472S9r4,canadian hip hop
55,3qN5qMTKyEEmiTZD38BNTT,3TVXtAsR1Inumwj472S9r4,canadian pop
55,3qN5qMTKyEEmiTZD38BNTT,3TVXtAsR1Inumwj472S9r4,hip hop
55,3qN5qMTKyEEmiTZD38BNTT,3TVXtAsR1Inumwj472S9r4,rap
55,3qN5qMTKyEEmiTZD38BNTT,3TVXtAsR1Inumwj472S9r4,toronto rap
56,6755DFiZ7CWe2WMdTGW5C1,1xr2G8Hlx4QWmT9HaUbmoO,hip hop
56,6755DFiZ7CWe2WMdTGW5C1,1xr2G8Hlx4QWmT9HaUbmoO,rap
56,6755DFiZ7CWe2WMdTGW5C1,1xr2G8Hlx4QWmT9HaUbmoO,trap
57,0hUepWE4GoMwtKgU8vE617,7ibAWtDtmEfaVhc1FJ3Vl9,pop
57,0hUepWE4GoMwtKgU8vE617,7ibAWtDtmEfaVhc1FJ3Vl9,pop r&b
57,0hUepWE4GoMwtKgU8vE617,7ibAWtDtmEfaVhc1FJ3Vl9,pop rap
57,0hUepWE4GoMwtKgU8vE617,7ibAWtDtmEfaVhc1FJ3Vl9,r&b
57,0hUepWE4GoMwtKgU8vE617,7ibAWtDtmEfaVhc1FJ3Vl9,urban contemporary
58,1q9jq5X5vwmewjOa2mHtQ1,2hlmm7s2ICUX0LVIhVFlZQ,atl hip hop
58,1q9jq5X5vwmewjOa2mHtQ1,2hlmm7s2ICUX0LVIhVFlZQ,melodic rap
58,1q9jq5X5vwmewjOa2mHtQ1,2hlmm7s2ICUX0LVIhVFlZQ,rap
58,1q9jq5X5vwmewjOa2mHtQ1,2hlmm7s2ICUX0LVIhVFlZQ,trap
59,30P6RIDu6Pf48NyqQrlPRC,6Xgp2XMz1fhVYe7i6yNAax,melodic rap
59,30P6RIDu6Pf48NyqQrlPRC,6Xgp2XMz1fhVYe7i6yNAax,rap
59,30P6RIDu6Pf48NyqQrlPRC,6Xgp2XMz1fhVYe7i6yNAax,trap
60,73XdfZ2FVlTrxsSr0r3U8N,3uJx5SnOM59Li7lCxA3b29,melodic rap
60,73XdfZ2FVlTrxsSr0r3U8N,3uJx5SnOM59Li7lCxA3b29,rap
